,contexts,question,answer,ground_truth
8072, Sage Vishrava was the son of Pulasya and was married to Kekashi Ravana and Kumbhakarna were born to the couple Sage Vishrava also had a daughter named Shurpanakha and a virtuous son named Vibhishan (Source:  Document), Who presented a pair of bow and arrows to Sri Rama and Lakshman while they were staying at Vishwamitra's hermitage?, Garuda presented a pair of bow and an imperishable set of arrows to Sri Rama and Lakshman, Garuda presented a pair of bow and an imperishable set of arrows to Sri Rama and Lakshman
8073, Vishwamitra returned to his hermitage accompanied by both the brothers Garuda presented a pair of bow and imperishable set of arrows to both the brothers (Source:  Document)," Which demon attacked Sri Rama with a massive army, including warriors like Trishira and Dushan?"," Khar attacked Sri Rama with a huge army, which included warriors like Trishira and Dushan"," Khar attacked Sri Rama with a huge army, which included warriors like Trishira and Dushan"
8074," Once, while Sri Rama was living in Panchavati, Shurpanakha arrived there Shurpanakha was Ravana's sister and wanted to marry Sri Rama But Lakshman severed her nose and ears She went to a mighty demon named Khar and narrated her woeful tale Khar attacked Rama with a huge army, which comprised of brave warriors like Trishira and Dushan (Source:  Document)", Why did Kaikeyi demand that Sri Rama be sent into exile for  years?, Kaikeyi demanded that Sri Rama be sent into exile for  years because she wanted Bharata to be made the king of Ayodhya, Kaikeyi demanded that Sri Rama be sent into exile for  years because she wanted Bharata to be made the king of Ayodhya
8075," Dasharath wanted to appoint Sri Rama as his successor, but Kaikeyi did not like this idea She wanted Bharata to be made the king of Ayodhya and Sri Rama to be sent into exile for  years (Source:  Document)"," Who informed Sri Rama about Sita's abduction by Ravana, leading to the journey to Lanka to rescue her?", Jatayu informed Sri Rama about Sita's abduction by Ravana, Jatayu informed Sri Rama about Sita's abduction by Ravana
8076," When Jatayu saw Ravana carrying Sita to Lanka, he fought with valiance but was injured in the ensuing battle Sri Rama went in search of Sita and met Jatayu, who was injured and who informed Rama that Sita had been abducted by the demon king Ravana (Source:  Document)", Who helped Sri Rama in his search for Sita by finding her in Ashoka Vatika in Lanka?, Hanuman helped Sri Rama in his search for Sita by finding her in Ashoka Vatika in Lanka, Hanuman helped Sri Rama in his search for Sita by finding her in Ashoka Vatika in Lanka
8077, Sri Rama requested Hanuman to find out the whereabouts of Sita Hanuman went to Lanka and found Sita at Ashoka Vatika (Source:  Document), Who was appointed as the king of Lanka after Sri Rama's victory over Ravana?, Vibhishan was appointed as the king of Lanka after Sri Rama's victory over Ravana, Vibhishan was appointed as the king of Lanka after Sri Rama's victory over Ravana
8078, Sri Rama appointed Vibhishan as the king of Lanka and blessed him Vibhishan presented his pushpak Vimana to Sri Rama All of them boarded the Pushpak Vimana and flew towards Ayodhya (Source:  Document)," After Sri Rama's return to Ayodhya, whom did he appoint as the king of Ayodhya?"," After Sri Rama's return to Ayodhya, he appointed Bharata as the king of Ayodhya"," After Sri Rama's return to Ayodhya, he appointed Bharata as the king of Ayodhya"
8079," Dasharath wanted to appoint Sri Rama as his successor, but Kaikeyi did not like this idea She wanted Bharata to be made the king of Ayodhya and Sri Rama to be sent into exile for  years (Source:  Document)", Who was the incarnation of Sudershan chakra and the brother of Lakshman?, Shatrughan was the incarnation of Sudershan chakra and the brother of Lakshman, Shatrughan was the incarnation of Sudershan chakra and the brother of Lakshman
8080," Vashishtha performed the Jatkarm Sanskar of Sri Rama In course of time, Kaikeyi gave birth to Bharata  an incarnation of Panchajanya conch Similarly, Sumitra gave birth to two sons  Lakshman and Shatrughan Lakshman was the incarnation of Sheshnag while Shatrughan was the incarnation of Sudershan chakra (Source:  Document)", How did the deities react when Sri Rama was born?, The deities and the sages rejoiced at Sri Rama's birth, The deities and the sages rejoiced at Sri Rama's birth
8081," In course of time, Kaushalya gave birth to Sri Rama on the auspicious day of ChaitraNavami The deities and the sages rejoiced at his birth (Source:  Document)",In which Yuga will Manu be born in the village of Sambhal as Harigupta and Vishnu as his son Kalki?," Manu will be born in the village of Sambhal as Harigupta, and Vishnu will take birth as his son, Kalki, after the completion of one thousand divine years"," Manu will be born in the village of Sambhal as Harigupta, and Vishnu will take birth as his son, Kalki, after the completion of one thousand divine years"
8082," After the completion of one thousand divine years, Manu will be born in the village of Sambhal as Harigupta, and Vishnu will take birth as his son  'Kalki' (Source:  Document)", How long did Sri Rama rule over Ayodhya peacefully?, Sri Rama ruled over Ayodhya for one thousand years without any problem, Sri Rama ruled over Ayodhya for one thousand years without any problem
8083," People of Ayodhya rejoiced at the return of Sri Rama An auspicious day was chosen for his coronation, and Sri Rama became the king of Ayodhya amidst the chantings of Vedic mantras Sri Rama ruled over Ayodhya for one thousand years without any problem (Source:  Document)"," Where did Sri Rama perform the Ashwamedha Yagya, and why was it performed with a golden idol of Sita?"," Sri Rama performed the Ashwamedha Yagya at the bank of the river Gomati Since the yagya could not be accomplished without Sita, it was performed with a golden idol of Sita"," Sri Rama performed the Ashwamedha Yagya at the bank of the river Gomati Since the yagya could not be accomplished without Sita, it was performed with a golden idol of Sita"
